movieId,imdbId,tmdbId
171.0,113464.0,17447.0
172.0,113481.0,9886.0
173.0,113492.0,9482.0
174.0,113500.0,19326.0
175.0,113540.0,9344.0
176.0,113677.0,9071.0
177.0,113690.0,8973.0
178.0,107447.0,15730.0
179.0,113729.0,47608.0
180.0,113749.0,2293.0
181.0,113820.0,9070.0
183.0,110604.0,48787.0
184.0,110620.0,34574.0
185.0,113957.0,1642.0
186.0,113986.0,11472.0
187.0,114095.0,36196.0
188.0,114194.0,11980.0
189.0,114241.0,58372.0
190.0,114323.0,32646.0
191.0,114345.0,10533.0
193.0,114436.0,10802.0
194.0,114478.0,10149.0
195.0,114496.0,18402.0
196.0,114508.0,9348.0
198.0,114558.0,281.0
199.0,58450.0,5967.0
200.0,114666.0,79593.0
201.0,114663.0,47939.0
202.0,114702.0,36834.0
203.0,114682.0,9090.0
204.0,114781.0,3512.0
205.0,114798.0,52856.0
206.0,114805.0,77350.0
207.0,114887.0,9560.0
208.0,114898.0,9804.0
209.0,114928.0,31611.0
211.0,109340.0,49805.0
213.0,111579.0,50797.0
214.0,110882.0,19155.0
215.0,112471.0,76.0
216.0,112508.0,11017.0
217.0,112438.0,37141.0
218.0,112571.0,9382.0
219.0,112757.0,6715.0
220.0,112643.0,18256.0
222.0,112679.0,22625.0
223.0,109445.0,2292.0
224.0,112883.0,1909.0
225.0,109635.0,8984.0
227.0,109676.0,4954.0
228.0,112854.0,62488.0
229.0,109579.0,10531.0
230.0,109642.0,11929.0
231.0,109686.0,8467.0
232.0,111797.0,10451.0
233.0,109759.0,20156.0
234.0,109758.0,18395.0
235.0,109707.0,522.0
236.0,113117.0,397.0
237.0,113097.0,10525.0
238.0,113028.0,27985.0
239.0,113198.0,15789.0
240.0,113303.0,27303.0
241.0,113089.0,21183.0
242.0,109771.0,10954.0
243.0,113199.0,47867.0
244.0,113234.0,43475.0
245.0,109906.0,72031.0
246.0,110057.0,14275.0
247.0,110005.0,1024.0
248.0,110066.0,17207.0
249.0,110116.0,13701.0
250.0,110006.0,14819.0
251.0,113360.0,32631.0
252.0,110099.0,11777.0
253.0,110148.0,628.0
254.0,113463.0,87729.0
255.0,110189.0,18713.0
256.0,110216.0,6280.0
257.0,113501.0,9061.0
258.0,113538.0,37108.0
259.0,113552.0,6071.0
260.0,76759.0,11.0
261.0,110367.0,9587.0
262.0,113670.0,19101.0
263.0,110296.0,49980.0
264.0,109731.0,17961.0
265.0,103994.0,18183.0
266.0,110322.0,4476.0
267.0,110443.0,11008.0
268.0,110365.0,47504.0
269.0,107566.0,32325.0
270.0,110391.0,43742.0
271.0,113691.0,28313.0
272.0,110428.0,11318.0
273.0,109836.0,3036.0
274.0,113755.0,40490.0
275.0,110538.0,24070.0
276.0,110516.0,8986.0
277.0,110527.0,10510.0
278.0,113808.0,17402.0
279.0,113896.0,38722.0
280.0,113870.0,8438.0
281.0,110684.0,11593.0
282.0,110638.0,1945.0
283.0,113967.0,39310.0
285.0,106402.0,56428.0
287.0,110671.0,131957.0
288.0,110632.0,241.0
289.0,110737.0,9058.0
290.0,110729.0,527.0
291.0,114151.0,18220.0
292.0,114069.0,6950.0
293.0,110413.0,101.0
294.0,114113.0,63020.0
295.0,114210.0,2307.0
296.0,110912.0,680.0
299.0,110889.0,40156.0
300.0,110932.0,11450.0
301.0,114129.0,30304.0
302.0,110963.0,10452.0
303.0,114214.0,12106.0
304.0,114296.0,161495.0
305.0,110907.0,3586.0
306.0,111495.0,110.0
307.0,108394.0,108.0
308.0,111507.0,109.0
309.0,110769.0,159185.0
312.0,114571.0,28033.0
313.0,111333.0,22586.0
314.0,111112.0,14334.0
315.0,111255.0,2636.0
316.0,111282.0,2164.0
317.0,111070.0,11395.0
318.0,111161.0,278.0
319.0,111149.0,9905.0
320.0,108260.0,87078.0
321.0,106966.0,12527.0
322.0,114594.0,20306.0
324.0,111309.0,36614.0
325.0,113936.0,27993.0
326.0,110081.0,31439.0
327.0,114614.0,9067.0
328.0,114608.0,9059.0
329.0,111280.0,193.0
330.0,114609.0,25066.0
331.0,111454.0,46797.0
332.0,114852.0,12122.0
333.0,114694.0,11381.0
334.0,111590.0,32636.0
335.0,114788.0,36141.0
336.0,114888.0,95963.0
337.0,108550.0,1587.0
338.0,114857.0,9271.0
339.0,114924.0,2064.0
340.0,111667.0,19855.0
341.0,109655.0,60855.0
342.0,110598.0,236.0
343.0,112435.0,48287.0
344.0,109040.0,3049.0
345.0,109045.0,2759.0
346.0,106339.0,12635.0
347.0,104779.0,10497.0
348.0,109348.0,11382.0
349.0,109444.0,9331.0
350.0,109446.0,10731.0
351.0,109484.0,10464.0
352.0,109504.0,34152.0
353.0,109506.0,9495.0
354.0,109450.0,29973.0
355.0,109813.0,888.0
356.0,109830.0,13.0
357.0,109831.0,712.0
358.0,113305.0,16295.0
360.0,110093.0,10879.0
361.0,110167.0,10660.0
362.0,110213.0,10714.0
363.0,107472.0,41647.0
364.0,110357.0,8587.0
365.0,107426.0,1689.0
366.0,111686.0,11596.0
367.0,110475.0,854.0
368.0,110478.0,9359.0
369.0,110588.0,23333.0
370.0,110622.0,36593.0
371.0,110771.0,12280.0
372.0,110950.0,2788.0
373.0,105226.0,10427.0
374.0,110989.0,11011.0
375.0,111054.0,49803.0
376.0,110997.0,8987.0
377.0,111257.0,1637.0
378.0,111256.0,15128.0
379.0,111438.0,8831.0
380.0,111503.0,36955.0
381.0,111693.0,10449.0
382.0,111742.0,10395.0
383.0,111756.0,12160.0
384.0,112443.0,40480.0
387.0,110399.0,26352.0
388.0,112570.0,39953.0
389.0,109454.0,41580.0
390.0,59170.0,315.0
391.0,110186.0,22067.0
392.0,108069.0,18242.0
393.0,111301.0,11667.0
401.0,113827.0,226229.0
405.0,110027.0,8011.0
407.0,113409.0,2654.0
408.0,109021.0,18069.0
409.0,109035.0,19092.0
410.0,106220.0,2758.0
412.0,106226.0,10436.0
413.0,109068.0,13595.0
414.0,109067.0,46094.0
415.0,106292.0,9409.0
416.0,109198.0,11853.0
417.0,109219.0,16771.0
418.0,106379.0,46924.0
419.0,106400.0,11041.0
420.0,109254.0,306.0
421.0,109279.0,14522.0
422.0,109297.0,26203.0
423.0,109303.0,178.0
424.0,109305.0,19819.0
425.0,109306.0,57834.0
426.0,106452.0,4722.0
427.0,106471.0,18215.0
428.0,106489.0,1607.0
429.0,109361.0,26391.0
431.0,106519.0,6075.0
432.0,109439.0,11310.0
433.0,109443.0,18658.0
434.0,106582.0,9350.0
435.0,106598.0,9612.0
436.0,109456.0,2124.0
437.0,109480.0,26261.0
438.0,109493.0,19176.0
439.0,106660.0,49299.0
440.0,106673.0,11566.0
441.0,106677.0,9571.0
442.0,106697.0,9739.0
443.0,109729.0,24257.0
444.0,106834.0,34444.0
445.0,106873.0,26141.0
446.0,106332.0,10997.0
447.0,109783.0,50463.0
448.0,106881.0,10443.0
449.0,106880.0,20239.0
450.0,111732.0,16297.0
451.0,106926.0,18551.0
452.0,111712.0,25440.0
453.0,106941.0,9024.0
454.0,106918.0,37233.0
455.0,106965.0,1634.0
456.0,109842.0,13815.0
457.0,106977.0,5503.0
458.0,107004.0,35588.0
459.0,109890.0,2087.0
460.0,109891.0,41579.0
461.0,109913.0,18620.0
463.0,107057.0,4916.0
464.0,107076.0,2019.0
465.0,107096.0,31642.0
466.0,107144.0,9255.0
467.0,113674.0,26271.0
468.0,112966.0,10612.0
469.0,107151.0,2259.0
470.0,110064.0,16097.0
471.0,110074.0,11934.0
472.0,110097.0,106143.0
473.0,110123.0,12475.0
474.0,107206.0,9386.0
475.0,107207.0,7984.0
476.0,110137.0,59930.0
477.0,108551.0,15765.0
479.0,107286.0,6.0
480.0,107290.0,329.0
481.0,107302.0,10909.0
482.0,110265.0,507.0
483.0,107322.0,34024.0
484.0,110305.0,29918.0
485.0,107362.0,9593.0
486.0,107413.0,42580.0
487.0,110353.0,22317.0
488.0,107468.0,1413.0
489.0,107478.0,12121.0
490.0,107497.0,2246.0
491.0,107501.0,10502.0
492.0,107507.0,10440.0
493.0,107554.0,9516.0
494.0,116253.0,2320.0
495.0,74102.0,5879.0
496.0,111689.0,83718.0
497.0,107616.0,11971.0
498.0,107611.0,2625.0
499.0,107613.0,31911.0
500.0,107614.0,788.0
501.0,107653.0,21450.0
502.0,110657.0,11231.0
504.0,110678.0,10447.0
505.0,110687.0,31586.0
506.0,107756.0,9300.0
507.0,107808.0,9559.0
508.0,107818.0,9800.0
509.0,107822.0,713.0
510.0,107840.0,8291.0
511.0,107889.0,18133.0
512.0,111003.0,25557.0
513.0,110939.0,22588.0
514.0,110955.0,10872.0
515.0,107943.0,1245.0
516.0,110971.0,11858.0
517.0,107969.0,7007.0
518.0,111001.0,10467.0
519.0,107978.0,5550.0
520.0,107977.0,8005.0
521.0,107983.0,2088.0
522.0,105275.0,10412.0
523.0,108000.0,47889.0
524.0,108002.0,14534.0
526.0,105032.0,41878.0
527.0,108052.0,424.0
528.0,111094.0,35233.0
529.0,108065.0,14291.0
531.0,108071.0,11236.0
532.0,111127.0,11592.0
533.0,111143.0,8850.0
534.0,108101.0,10445.0
535.0,108122.0,695.0
536.0,111194.0,43535.0
537.0,111201.0,12519.0
538.0,108149.0,23210.0
539.0,108160.0,858.0
540.0,108162.0,867.0
541.0,83658.0,78.0
542.0,108186.0,13203.0
543.0,108174.0,10442.0
544.0,108238.0,11074.0
546.0,108255.0,9607.0
547.0,111323.0,17585.0
548.0,111400.0,9057.0
549.0,108328.0,20967.0
550.0,111418.0,10635.0
551.0,107688.0,9479.0
552.0,108333.0,10057.0
553.0,108358.0,11969.0
554.0,111488.0,41590.0
555.0,108399.0,319.0
556.0,108515.0,26408.0
558.0,110763.0,15139.0
559.0,107779.0,161158.0
561.0,110259.0,85247.0
562.0,114906.0,11446.0
563.0,107002.0,51980.0
564.0,109403.0,24405.0
565.0,104029.0,11655.0
567.0,107315.0,8223.0
568.0,106408.0,14587.0
569.0,110363.0,31504.0
571.0,111709.0,53185.0
573.0,107225.0,23637.0
574.0,111252.0,17600.0
575.0,110366.0,10897.0
577.0,109120.0,21352.0
580.0,110892.0,37345.0
581.0,112651.0,32562.0
582.0,107642.0,47507.0
585.0,112572.0,9066.0
586.0,99785.0,771.0
587.0,99653.0,251.0
588.0,103639.0,812.0
589.0,103064.0,280.0
590.0,99348.0,581.0
592.0,96895.0,268.0
593.0,102926.0,274.0
594.0,29583.0,408.0
595.0,101414.0,10020.0
596.0,32910.0,10895.0
597.0,100405.0,114.0
599.0,65214.0,576.0
600.0,110395.0,15477.0
603.0,112606.0,30528.0
605.0,117247.0,7300.0
606.0,112625.0,10824.0
608.0,116282.0,275.0
609.0,116552.0,25059.0
610.0,82509.0,11827.0
611.0,116514.0,8766.0
612.0,117283.0,23570.0
613.0,116684.0,47333.0
614.0,110374.0,54850.0
615.0,70506.0,51242.0
616.0,65421.0,10112.0
617.0,113083.0,4307.0
619.0,116165.0,32308.0
620.0,102855.0,88893.0
621.0,107471.0,52873.0
626.0,117891.0,28121.0
627.0,113613.0,12520.0
628.0,117381.0,1592.0
630.0,115837.0,36447.0
631.0,115509.0,19042.0
632.0,114671.0,38884.0
633.0,112844.0,47449.0
635.0,116275.0,41852.0
637.0,117608.0,9099.0
638.0,113448.0,2021.0
639.0,116414.0,61752.0
640.0,116095.0,10988.0
647.0,115956.0,10684.0
648.0,117060.0,954.0
650.0,117071.0,18989.0
651.0,117788.0,10801.0
653.0,116136.0,8840.0
656.0,116168.0,11107.0
659.0,54189.0,10363.0
661.0,116683.0,10539.0
662.0,116287.0,10543.0
663.0,116768.0,18414.0
664.0,116269.0,47502.0
665.0,114787.0,11902.0
667.0,112536.0,25087.0
668.0,48473.0,5801.0
670.0,52572.0,896.0
671.0,117128.0,3065.0
673.0,117705.0,2300.0
674.0,62711.0,8069.0
678.0,108181.0,27768.0
679.0,114307.0,221917.0
680.0,58898.0,8072.0
681.0,82206.0,35797.0
685.0,113443.0,33245.0
687.0,109491.0,124460.0
688.0,114048.0,27281.0
690.0,111613.0,105045.0
691.0,117104.0,40001.0
692.0,117688.0,29621.0
694.0,117774.0,20762.0
695.0,114736.0,37144.0
696.0,112604.0,48260.0
697.0,116289.0,12656.0
698.0,109593.0,38867.0
700.0,112368.0,25969.0
702.0,62952.0,753.0
703.0,115742.0,43634.0
704.0,117420.0,9103.0
705.0,115951.0,90214.0
707.0,117107.0,10990.0
708.0,117979.0,8866.0
709.0,95776.0,12233.0
710.0,115851.0,23449.0
711.0,116322.0,36355.0
714.0,112817.0,922.0
715.0,113362.0,11876.0
718.0,108500.0,11687.0
719.0,117108.0,9304.0
722.0,113270.0,73183.0
724.0,115963.0,9100.0
725.0,116448.0,20759.0
726.0,116827.0,46063.0
728.0,112701.0,32513.0
731.0,116508.0,36915.0
733.0,117500.0,9802.0
735.0,109592.0,21588.0
736.0,117998.0,664.0
737.0,115624.0,11867.0
741.0,113568.0,9323.0
742.0,117894.0,10280.0
743.0,117723.0,10535.0
745.0,112691.0,532.0
746.0,40366.0,26744.0
747.0,117768.0,16299.0
748.0,115571.0,10547.0
750.0,57012.0,935.0
753.0,113849.0,41007.0
754.0,113188.0,35645.0
755.0,42644.0,110465.0
756.0,109381.0,255546.0
757.0,109688.0,40751.0
759.0,110480.0,85778.0
760.0,108211.0,11101.0
761.0,117331.0,9826.0
762.0,117765.0,9879.0
764.0,113280.0,22621.0
765.0,116669.0,7095.0
766.0,116594.0,26890.0
767.0,113211.0,46732.0
775.0,63715.0,41225.0
778.0,117951.0,627.0
779.0,118523.0,32872.0
780.0,116629.0,602.0
781.0,117737.0,14553.0
782.0,116277.0,9566.0
783.0,116583.0,10545.0
784.0,115798.0,9894.0
785.0,116778.0,11543.0
786.0,116213.0,9268.0
787.0,113147.0,52059.0
788.0,117218.0,9327.0
793.0,106810.0,124306.0
798.0,116040.0,11228.0
799.0,116365.0,10779.0
800.0,116905.0,26748.0
801.0,116493.0,38223.0
802.0,117333.0,9294.0
803.0,118113.0,49963.0
804.0,117628.0,11363.0
805.0,117913.0,1645.0
806.0,115530.0,31546.0
808.0,115493.0,36344.0
809.0,116320.0,18550.0
810.0,116756.0,11511.0
813.0,116823.0,34170.0
816.0,117999.0,124645.0
818.0,118073.0,12606.0
820.0,49521.0,35206.0
824.0,110246.0,12632.0
828.0,115472.0,18975.0
829.0,116707.0,11962.0
830.0,116313.0,2925.0
831.0,114550.0,28628.0
832.0,117438.0,3595.0
833.0,116531.0,9308.0
834.0,117332.0,92381.0
835.0,116353.0,18555.0
836.0,115857.0,12123.0
837.0,117008.0,10830.0
838.0,116191.0,3573.0
839.0,115986.0,10546.0
840.0,116571.0,18862.0
841.0,53459.0,31417.0
842.0,117826.0,9431.0
844.0,108227.0,297645.0
845.0,111424.0,48144.0
846.0,113080.0,46986.0
848.0,117718.0,47907.0
849.0,116225.0,10061.0
850.0,112767.0,36266.0
851.0,115632.0,549.0
852.0,117918.0,10478.0
854.0,51980.0,116690.0
858.0,68646.0,238.0
861.0,104558.0,11134.0
864.0,114936.0,132641.0
865.0,114474.0,42758.0
866.0,115736.0,9303.0
867.0,115836.0,23945.0
869.0,116745.0,22479.0
870.0,119214.0,9054.0
872.0,109066.0,11985.0
875.0,110693.0,410921.0
876.0,106544.0,38955.0
879.0,120004.0,11015.0
880.0,116654.0,9306.0
881.0,116311.0,12559.0
882.0,117965.0,58770.0
885.0,115725.0,3587.0
886.0,115783.0,10723.0
888.0,113596.0,19004.0
889.0,109001.0,101230.0
891.0,113253.0,10987.0
892.0,117991.0,44705.0
893.0,117093.0,20318.0
896.0,111019.0,26933.0
897.0,35896.0,27854.0
898.0,32904.0,981.0
899.0,45152.0,872.0
900.0,43278.0,2769.0
901.0,50419.0,13320.0
902.0,54698.0,164.0
903.0,52357.0,426.0
904.0,47396.0,567.0
905.0,25316.0,3078.0
906.0,36855.0,13528.0
907.0,25164.0,28288.0
908.0,53125.0,213.0
909.0,53604.0,284.0
910.0,53291.0,239.0
911.0,56923.0,4808.0
912.0,34583.0,289.0
913.0,33870.0,963.0
914.0,58385.0,11113.0
915.0,47437.0,6620.0
916.0,46250.0,804.0
917.0,31580.0,26531.0
918.0,37059.0,909.0
919.0,32138.0,630.0
920.0,31381.0,770.0
921.0,84370.0,31044.0
922.0,43014.0,599.0
923.0,33467.0,15.0
924.0,62622.0,62.0
926.0,42192.0,705.0
927.0,32143.0,22490.0
928.0,32976.0,223.0
929.0,32484.0,25670.0
930.0,38787.0,303.0
931.0,38109.0,4174.0
932.0,50105.0,8356.0
933.0,48728.0,381.0
934.0,42451.0,20758.0
935.0,45537.0,29376.0
936.0,31725.0,1859.0
937.0,50658.0,18299.0
938.0,51658.0,17281.0
939.0,52126.0,64382.0
940.0,29843.0,10907.0
941.0,32762.0,32093.0
942.0,37008.0,1939.0
943.0,39420.0,22292.0
944.0,29162.0,3598.0
945.0,27125.0,3080.0
946.0,35446.0,198.0
947.0,28010.0,13562.0
948.0,49261.0,1712.0
949.0,48028.0,220.0
950.0,25878.0,3529.0
951.0,32599.0,3085.0
952.0,48960.0,2897.0
953.0,38650.0,1585.0
954.0,31679.0,3083.0
955.0,29947.0,900.0
956.0,34012.0,43795.0
957.0,17350.0,85638.0
960.0,38300.0,22688.0
961.0,27893.0,23114.0
962.0,32022.0,26378.0
963.0,41509.0,40206.0
964.0,39152.0,22356.0
965.0,26029.0,260.0
966.0,38235.0,43488.0
968.0,63350.0,10331.0
969.0,43265.0,488.0
970.0,46414.0,22733.0
971.0,51459.0,261.0
972.0,47162.0,57575.0
973.0,33891.0,32574.0
976.0,22879.0,22649.0
980.0,93229.0,39448.0
981.0,118927.0,52855.0
982.0,48491.0,39940.0
984.0,117357.0,85328.0
986.0,116329.0,11076.0
987.0,118742.0,63945.0
988.0,116442.0,58985.0
990.0,117011.0,10861.0
991.0,117039.0,1770.0
992.0,117473.0,44465.0
994.0,115678.0,18203.0
996.0,116830.0,9333.0
997.0,115847.0,47260.0
998.0,117603.0,9400.0
999.0,115438.0,9401.0
1003.0,116259.0,11306.0
1004.0,116421.0,9625.0
1005.0,116000.0,10680.0
1006.0,115862.0,6346.0
1007.0,72653.0,18660.0
1008.0,47977.0,35115.0
1009.0,72951.0,14821.0
1010.0,64603.0,14136.0
1011.0,71607.0,10869.0
1012.0,50798.0,22660.0
1013.0,55277.0,19186.0
1014.0,54195.0,31102.0
1015.0,107131.0,6878.0
1016.0,53271.0,15944.0
1017.0,54357.0,18444.0
1018.0,59793.0,20723.0
1019.0,46672.0,173.0
1020.0,106611.0,864.0
1021.0,109127.0,24795.0
1022.0,42332.0,11224.0
1023.0,63819.0,81310.0
1024.0,38166.0,15947.0
1025.0,57546.0,9078.0
1026.0,41890.0,29682.0
1027.0,102798.0,8367.0
1028.0,58331.0,433.0
1029.0,33563.0,11360.0
1030.0,76538.0,11114.0
1031.0,66817.0,12335.0
1032.0,43274.0,12092.0
1033.0,82406.0,10948.0
1034.0,116361.0,11229.0
1035.0,59742.0,15121.0
1036.0,95016.0,562.0
1037.0,104692.0,10163.0
1040.0,117582.0,47199.0
1041.0,117589.0,11159.0
1042.0,117887.0,9591.0
1043.0,117924.0,30500.0
1044.0,117791.0,41843.0
1046.0,115640.0,10938.0
1047.0,116908.0,11412.0
1049.0,116409.0,10586.0
1050.0,116913.0,42314.0
1051.0,117958.0,27845.0
1053.0,117202.0,23223.0
1054.0,116404.0,49471.0
1055.0,120107.0,38153.0
1056.0,116722.0,25147.0
1057.0,116242.0,9716.0
1059.0,117509.0,454.0
1060.0,117802.0,10218.0
1061.0,117665.0,819.0
1063.0,116714.0,56830.0
1064.0,115491.0,11238.0
1066.0,29546.0,31530.0
1067.0,28757.0,66473.0
1068.0,39286.0,28120.0
1069.0,37101.0,1834.0
1073.0,67992.0,252.0
1076.0,55018.0,16372.0
1077.0,70707.0,11561.0
1078.0,66808.0,11302.0
1079.0,95159.0,623.0
1080.0,79470.0,583.0
1081.0,84865.0,12614.0
1082.0,68334.0,21711.0
1083.0,59243.0,11575.0
1084.0,61418.0,475.0
1085.0,52027.0,11331.0
1086.0,46912.0,521.0
1087.0,113731.0,21202.0
1088.0,92890.0,88.0
1089.0,105236.0,500.0
1090.0,91763.0,792.0
1091.0,98627.0,8491.0
1092.0,103772.0,402.0
1093.0,101761.0,10537.0
1094.0,104036.0,11386.0
1095.0,104348.0,9504.0
1096.0,84707.0,15764.0
1097.0,83866.0,601.0
1099.0,29992.0,25842.0
1100.0,99371.0,2119.0
1101.0,92099.0,744.0
1103.0,48545.0,221.0
1104.0,44081.0,702.0
1105.0,115885.0,25750.0
1111.0,117040.0,9305.0
1112.0,117284.0,37616.0
1113.0,115580.0,11112.0
1114.0,116378.0,21612.0
1120.0,117318.0,1630.0
1123.0,117320.0,124837.0
1124.0,82846.0,11816.0
1125.0,72081.0,11843.0
1126.0,101775.0,10379.0
1127.0,96754.0,2756.0
1128.0,80749.0,790.0
1129.0,82340.0,1103.0
1130.0,82533.0,11298.0
1131.0,91288.0,4480.0
1132.0,91480.0,4481.0
1135.0,81375.0,10765.0
1136.0,71853.0,762.0
1137.0,116587.0,44497.0
1145.0,117677.0,79306.0
1147.0,118147.0,10548.0
1148.0,108598.0,531.0
1150.0,84589.0,4483.0
1151.0,109781.0,18919.0
1152.0,40427.0,31556.0
1153.0,40723.0,26167.0
1154.0,39881.0,26174.0
1161.0,78875.0,659.0
1162.0,69198.0,30892.0
1163.0,110521.0,86369.0
1164.0,60304.0,8074.0
1165.0,115715.0,124676.0
1167.0,116059.0,38554.0
1168.0,115610.0,49763.0
1169.0,99028.0,41326.0
1171.0,103850.0,10608.0
1172.0,95765.0,11216.0
1173.0,97108.0,7452.0
1174.0,109942.0,64567.0
1175.0,101700.0,892.0
1176.0,101765.0,1600.0
1177.0,101811.0,26561.0
1178.0,50825.0,975.0
1179.0,99703.0,18129.0
1180.0,102014.0,54405.0
1181.0,120121.0,150823.0
1183.0,116209.0,409.0
1184.0,102426.0,38251.0
1185.0,97937.0,10161.0
1186.0,98724.0,1412.0
1187.0,105107.0,41768.0
1188.0,105488.0,10409.0
1189.0,96257.0,14285.0
1190.0,101026.0,2469.0
1191.0,102370.0,10174.0
1192.0,100332.0,31225.0
1193.0,73486.0,510.0
1194.0,78446.0,11455.0
1196.0,80684.0,1891.0
1197.0,93779.0,2493.0
1198.0,82971.0,85.0
1199.0,88846.0,68.0
1200.0,90605.0,679.0
1201.0,60196.0,429.0
1202.0,94336.0,13446.0
1203.0,50083.0,389.0
1204.0,56172.0,947.0
1206.0,66921.0,185.0
1207.0,56592.0,595.0
1208.0,78788.0,28.0
1209.0,64116.0,335.0
1210.0,86190.0,1892.0
1211.0,93191.0,144.0
1212.0,41959.0,1092.0
1213.0,99685.0,769.0
1214.0,78748.0,348.0
1215.0,106308.0,766.0
1216.0,95250.0,175.0
1217.0,89881.0,11645.0
1218.0,97202.0,10835.0
1219.0,54215.0,539.0
1220.0,80455.0,525.0
1221.0,71562.0,240.0
1222.0,93058.0,600.0
1223.0,104361.0,530.0
1224.0,97499.0,10705.0
1225.0,86879.0,279.0
1226.0,45061.0,3109.0
1227.0,87843.0,311.0
1228.0,81398.0,1578.0
1230.0,75686.0,703.0
1231.0,86197.0,9549.0
1232.0,79944.0,1398.0
1233.0,82096.0,387.0
1234.0,70735.0,9277.0
1235.0,67185.0,343.0
1236.0,103130.0,37291.0
1237.0,50976.0,490.0
1238.0,85859.0,11235.0
1240.0,88247.0,218.0
1241.0,103873.0,763.0
1242.0,97441.0,9665.0
1243.0,100519.0,18971.0
1244.0,79522.0,696.0
